PO-10012,CALHOUN-VAUGHN,Cloud,Google Cloud,1874708.22,2024-03-03,2024-03,International,Advance,13,9,96,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10013,HENRY GROUP,Software,Licensing,60530.23,2023-02-16,2023-02,West,On Delivery,19,9,62,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10014,WHEELER-AGUIRRE,Hardware,Storage Devices,878217.39,2024-11-12,2024-11,International,Net 30,20,7,98,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10015,"KNIGHT, PARKS AND MILLER",Consultancy,IT Strategy,941370.14,2024-11-06,2024-11,East,On Delivery,11,10,88,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10016,CHAVEZ-HUGHES,Maintenance,Training,804054.35,2025-09-23,2025-09,North,Net 45,49,7,67,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10017,WILKERSON GROUP,Software,CRM Tools,322712.48,2024-10-21,2024-10,North,Net 45,46,9,92,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10018,"JONES, COBB AND COLEMAN",Maintenance,Repair,1523355.24,2023-09-11,2023-09,International,Net 30,28,5,62,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10019,"LOPEZ, WARREN AND MOORE",Cloud,AWS,1695920.36,2022-11-03,2022-11,International,Net 30,44,5,68,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10020,FRANK-SANCHEZ,Software,ERP Systems,606655.15,2025-10-09,2025-10,North,On Delivery,32,9,86,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10021,"GRAY, REID AND BOWERS",Hardware,Storage Devices,1883980.08,2025-08-15,2025-08,North,Net 45,8,10,74,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10022,"BOONE, BROOKS AND HARRISON",Software,CRM Tools,1233765.71,2023-07-31,2023-07,East,Net 45,43,8,84,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10023,ALVAREZ-SCHULTZ,Consultancy,Digital Transformation,1226469.56,2025-03-18,2025-03,East,Advance,6,8,91,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10024,MOORE GROUP,Software,ERP Systems,931330.90,2023-07-23,2023-07,East,Net 30,7,7,82,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10025,SMITH GROUP,Software,Cybersecurity,768551.07,2023-01-20,2023-01,South,Advance,47,6,78,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10026,WRIGHT-MILLER,Hardware,Servers,1838818.51,2024-01-21,2024-01,East,Net 30,13,8,69,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10027,FISHER PLC,Cloud,Google Cloud,1150224.78,2025-10-25,2025-10,South,Net 45,24,9,98,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10028,"ORTEGA, BROWN AND NEWMAN",Cloud,Private Cloud,1548385.20,2024-08-17,2024-08,International,On Delivery,57,10,86,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10029,WEBER AND SONS,Maintenance,Repair,859926.88,2025-09-03,2025-09,East,Net 45,31,7,93,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10030,"WALKER, BARTON AND PATEL",Cloud,Google Cloud,1977613.39,2023-12-10,2023-12,North,Net 30,56,7,88,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10031,WILSON LLC,Consultancy,Process Automation,737464.59,2024-02-04,2024-02,North,Advance,34,7,63,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10032,"FREEMAN, SANTIAGO AND GROSS",Software,SaaS Subscriptions,644306.73,2024-11-09,2024-11,South,Net 30,44,7,94,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10033,WHITE AND SONS,Hardware,Laptops,1827679.64,2024-08-27,2024-08,South,Net 45,28,7,90,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10034,"LEE, MORALES AND FRANCO",Hardware,Storage Devices,104236.16,2024-12-13,2024-12,South,Advance,56,10,89,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10035,JONES GROUP,Consultancy,IT Strategy,1519389.73,2024-03-23,2024-03,West,Net 30,24,5,82,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10036,"WILLIAMSON, BISHOP AND HUBBARD",Software,ERP Systems,286432.41,2023-07-02,2023-07,North,Net 30,59,10,62,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10037,"ARMSTRONG, FAULKNER AND WALKER",Consultancy,Process Automation,1029266.00,2024-07-10,2024-07,International,On Delivery,56,5,99,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10038,BRUCE PLC,Software,Licensing,589277.89,2024-06-26,2024-06,East,Net 45,32,6,79,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10039,COOPER-ROSE,Cloud,Private Cloud,1985071.88,2024-01-09,2024-01,West,Net 30,31,8,78,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10040,MORGAN PLC,Software,SaaS Subscriptions,878618.50,2025-09-25,2025-09,East,Net 30,42,5,98,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10041,"ZAVALA, HAYES AND DAVIS",Hardware,Laptops,277112.27,2024-10-06,2024-10,West,Advance,11,6,70,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10042,WEBER,Consultancy,Process Automation,1324094.79,2022-11-06,2022-11,North,On Delivery,47,7,79,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10043,"COLEMAN, BROWN AND CHAMBERS",Hardware,Servers,1485671.74,2025-07-23,2025-07,South,Net 45,42,9,96,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10044,JOHNSON GROUP,Cloud,AWS,216518.46,2024-04-25,2024-04,North,On Delivery,4,10,93,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10045,SANFORD,Cloud,Azure,1878218.22,2023-09-28,2023-09,East,Net 30,51,7,85,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10046,"RODRIGUEZ, CHUNG AND REEVES",Cloud,AWS,1306856.35,2025-01-05,2025-01,South,On Delivery,27,7,64,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10047,RODRIGUEZ AND SONS,Cloud,Google Cloud,279838.47,2024-02-03,2024-02,International,On Delivery,37,10,98,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10048,ELLIS-RUSSO,Cloud,Azure,1546872.17,2025-03-07,2025-03,South,Advance,57,8,73,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10049,KRUEGER,Hardware,Servers,857059.69,2025-10-16,2025-10,East,Net 30,53,10,94,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10050,"CLARK, GUTIERREZ AND JOHNSON",Software,Cybersecurity,373032.17,2024-04-19,2024-04,East,On Delivery,20,7,71,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10051,JOHNSON-HARDIN,Hardware,Laptops,1914250.85,2024-01-29,2024-01,West,Advance,50,9,79,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10052,"MOORE, WATERS AND LOGAN",Consultancy,Process Automation,1771521.38,2023-08-06,2023-08,West,On Delivery,54,10,99,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10053,"SINGH, HORTON AND PETERS",Software,ERP Systems,1080196.77,2025-08-13,2025-08,North,On Delivery,52,5,97,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10054,MURRAY PLC,Hardware,Networking,1668644.16,2023-09-30,2023-09,South,Advance,49,7,97,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10055,FERNANDEZ-THOMAS,Maintenance,System Upgrades,1022984.13,2025-08-04,2025-08,South,Advance,18,5,67,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10056,"COLON, DUKE AND BOYER",Software,Cybersecurity,289169.53,2025-06-11,2025-06,South,Net 45,57,7,70,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10057,"ROSS, SHERMAN AND WILLIAMS",Consultancy,Process Automation,1853089.47,2025-01-03,2025-01,South,Net 30,20,7,62,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10058,"LEON, WILSON AND DIAZ",Cloud,Google Cloud,985860.29,2022-12-11,2022-12,East,On Delivery,20,7,61,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10059,HARPER-BRADSHAW,Software,ERP Systems,1689169.51,2024-05-04,2024-05,East,On Delivery,58,5,73,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10060,RICHARDS-CHANG,Maintenance,Support Services,1948872.12,2023-01-30,2023-01,International,Advance,43,5,83,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10061,"WINTERS, GREGORY AND WEBSTER",Maintenance,Repair,1959904.88,2023-05-05,2023-05,South,Net 30,48,6,89,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10062,"EDWARDS, LAMBERT AND BOYD",Software,Cybersecurity,649590.23,2025-03-30,2025-03,South,On Delivery,36,6,92,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10063,"SCOTT, HUDSON AND NORMAN",Hardware,Networking,704655.58,2025-08-12,2025-08,South,Net 45,18,5,96,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10064,"HIGGINS, MOSLEY AND TURNER",Consultancy,Digital Transformation,713419.82,2025-05-03,2025-05,South,Advance,16,10,95,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10065,GARNER LLC,Maintenance,Repair,1124068.33,2024-09-12,2024-09,North,On Delivery,21,9,83,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10066,"KENNEDY, CLARK AND SMITH",Consultancy,Process Automation,1560039.36,2025-08-20,2025-08,North,On Delivery,20,10,82,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10067,DUNLAP,Software,Cybersecurity,1658195.54,2023-04-22,2023-04,International,Net 30,13,8,79,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10068,"SMITH, MORGAN AND GRAHAM",Maintenance,Repair,1584688.90,2025-09-12,2025-09,West,Advance,8,10,69,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10069,"GOMEZ, BARKER AND SMITH",Maintenance,Training,1743873.29,2023-10-14,2023-10,International,Net 45,42,7,72,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10070,WISE-WILKERSON,Maintenance,Training,1133750.42,2024-02-23,2024-02,International,Net 45,50,7,81,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10071,WATERS-WILSON,Hardware,Servers,975772.61,2023-12-27,2023-12,South,On Delivery,5,8,78,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10072,"FOSTER, MORENO AND CUNNINGHAM",Cloud,Private Cloud,1237155.15,2024-08-02,2024-08,West,Net 45,25,10,69,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10073,WEAVER-SALAS,Consultancy,Audit Services,1479440.10,2025-01-08,2025-01,International,Net 45,50,6,79,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10074,KELLEY,Software,Licensing,433581.78,2024-06-30,2024-06,South,Net 30,25,7,71,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10075,WILSON-LANE,Maintenance,Support Services,1747926.32,2023-12-12,2023-12,North,Net 45,60,9,60,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10076,SHEPARD GROUP,Cloud,Azure,1937690.10,2024-06-04,2024-06,North,Net 45,19,7,62,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10077,"MARTINEZ, CAMPBELL AND TERRY",Consultancy,IT Strategy,1140690.71,2025-08-26,2025-08,North,Net 45,11,5,92,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10078,"PRATT, PEREZ AND BAKER",Cloud,Azure,1815704.77,2023-02-22,2023-02,International,Advance,56,8,74,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10079,"TAYLOR, FOX AND MANNING",Consultancy,IT Strategy,1963276.16,2025-05-02,2025-05,East,Net 45,27,8,72,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10080,BAXTER GROUP,Cloud,Azure,1109170.52,2025-08-17,2025-08,East,On Delivery,20,8,88,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10081,"CRAWFORD, HARRISON AND MONTGOMERY",Cloud,Private Cloud,628561.98,2025-09-07,2025-09,East,Advance,9,5,68,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10082,"STOKES, CHANEY AND SMITH",Cloud,Google Cloud,1249068.69,2025-01-19,2025-01,North,Net 45,3,7,85,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10083,BLACK LLC,Consultancy,Digital Transformation,797217.14,2023-04-25,2023-04,West,Advance,50,8,75,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10084,"CLARK, SANCHEZ AND CLARKE",Maintenance,Support Services,1720449.90,2023-05-23,2023-05,West,Advance,20,8,70,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10085,JOHNSON,Hardware,Laptops,1010217.35,2023-10-24,2023-10,South,Net 45,23,8,95,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10086,SCOTT-MCDONALD,Maintenance,System Upgrades,1139785.05,2025-05-08,2025-05,East,On Delivery,34,8,95,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10087,"GALVAN, YU AND MURPHY",Hardware,Servers,57871.96,2025-03-02,2025-03,International,Net 45,49,9,61,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10088,FERGUSON GROUP,Maintenance,Support Services,1357705.51,2023-10-23,2023-10,East,Advance,57,7,80,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10089,CABRERA PLC,Cloud,Google Cloud,1705919.88,2025-01-17,2025-01,East,On Delivery,47,5,68,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10090,LAWSON-SMITH,Hardware,Laptops,1777354.26,2022-11-17,2022-11,West,On Delivery,20,5,96,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10091,DOUGHERTY LLC,Consultancy,Process Automation,826905.21,2024-04-14,2024-04,North,Net 30,23,6,84,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10092,LEACH PLC,Maintenance,System Upgrades,1736442.93,2023-07-31,2023-07,North,Advance,55,5,67,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10093,GUTIERREZ,Maintenance,Repair,1489082.04,2024-06-01,2024-06,South,Advance,23,7,70,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10094,KING-SAVAGE,Cloud,Private Cloud,1261295.39,2025-04-15,2025-04,West,Net 30,46,5,79,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10095,"DAVIS, MOORE AND NELSON",Consultancy,Digital Transformation,1212631.87,2024-05-28,2024-05,North,Net 45,58,9,90,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10096,"FLOWERS, JONES AND MITCHELL",Software,ERP Systems,1014527.90,2022-11-12,2022-11,North,Net 45,51,6,78,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10097,BLAIR-LAWRENCE,Maintenance,Repair,1595570.00,2025-05-24,2025-05,International,Net 45,45,8,79,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10098,SCHAEFER-MCKINNEY,Hardware,Peripherals,1995669.67,2024-05-30,2024-05,East,Advance,37,7,87,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10099,FOWLER,Software,Licensing,1426456.68,2025-10-02,2025-10,West,Net 30,7,7,99,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10100,JOHNSON-RODGERS,Software,CRM Tools,1859835.74,2025-05-16,2025-05,International,Net 30,6,6,87,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10101,STEWART AND SONS,Cloud,AWS,1834045.43,2023-10-08,2023-10,International,Net 30,56,9,97,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10102,DYER-BECK,Cloud,Google Cloud,706381.55,2024-04-13,2024-04,South,Advance,56,10,96,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10103,SMITH-GRAY,Cloud,Google Cloud,784195.70,2025-08-05,2025-08,North,Net 30,33,10,62,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10104,HILL-LEWIS,Maintenance,Repair,1802537.38,2024-06-12,2024-06,International,Net 30,8,10,86,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10105,"MARKS, PORTER AND BATES",Hardware,Storage Devices,505685.65,2023-02-03,2023-02,International,Net 30,41,5,77,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10106,"LE, JONES AND SANCHEZ",Cloud,Google Cloud,238937.02,2025-09-18,2025-09,West,Net 30,29,7,83,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10107,ANDERSON,Software,ERP Systems,690517.15,2025-10-23,2025-10,North,Net 45,46,7,73,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10108,MORRISON LLC,Hardware,Servers,1867711.77,2025-02-08,2025-02,North,Net 30,53,10,88,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10109,DAVIS,Cloud,Private Cloud,169620.46,2023-05-25,2023-05,North,On Delivery,39,5,72,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10110,BAXTER,Software,ERP Systems,1314301.79,2023-09-22,2023-09,South,Net 30,56,10,70,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10111,CHANDLER,Hardware,Laptops,1415153.26,2025-01-14,2025-01,West,On Delivery,47,5,76,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10112,LOPEZ-PARKER,Cloud,Azure,1186385.42,2023-04-20,2023-04,West,Net 30,27,8,80,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10113,DAVIS LLC,Cloud,Private Cloud,841790.54,2025-02-04,2025-02,East,Net 30,7,6,68,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10114,"THOMPSON, THOMPSON AND GREEN",Hardware,Storage Devices,527888.71,2024-03-21,2024-03,International,Net 30,17,9,97,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10115,FOX GROUP,Hardware,Storage Devices,1053446.66,2024-05-14,2024-05,International,Advance,13,7,74,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10116,BARNES-RASMUSSEN,Cloud,Private Cloud,615304.95,2024-06-14,2024-06,International,Net 45,39,8,96,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10117,JOHNSON AND SONS,Hardware,Networking,1509206.32,2025-08-15,2025-08,East,On Delivery,35,6,64,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10118,NORMAN GROUP,Cloud,Private Cloud,290808.41,2024-02-25,2024-02,North,Net 45,29,8,97,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10119,PATTON-SMITH,Consultancy,Process Automation,696871.34,2025-01-28,2025-01,North,Net 45,9,8,62,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10120,"ENGLISH, ARROYO AND DECKER",Software,Licensing,928901.83,2022-12-24,2022-12,South,On Delivery,57,7,99,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10121,"HUNT, TOWNSEND AND GARRETT",Consultancy,Digital Transformation,374554.55,2023-09-19,2023-09,West,On Delivery,16,5,69,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10122,THOMPSON GROUP,Software,ERP Systems,1246566.17,2023-10-27,2023-10,South,Net 30,43,6,87,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10123,GUERRA GROUP,Hardware,Storage Devices,1703966.63,2023-11-10,2023-11,North,Net 45,27,8,70,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10124,AUSTIN GROUP,Maintenance,Repair,906785.85,2024-03-22,2024-03,West,On Delivery,60,10,77,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10125,HOLLOWAY-SANDOVAL,Maintenance,System Upgrades,1862018.71,2022-12-21,2022-12,South,Advance,44,8,93,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10126,ANDERSON LLC,Hardware,Peripherals,756319.89,2024-12-01,2024-12,International,On Delivery,22,5,84,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10127,MORROW LLC,Maintenance,Repair,785343.88,2024-03-19,2024-03,South,Net 45,40,9,70,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10128,BARNES-GARCIA,Maintenance,Training,1522660.20,2023-09-12,2023-09,South,Advance,38,10,82,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10129,PETERSON,Consultancy,Digital Transformation,881495.38,2025-07-30,2025-07,West,Advance,28,10,65,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10130,GONZALES-ZUNIGA,Cloud,Private Cloud,1820504.23,2024-05-02,2024-05,International,On Delivery,46,7,87,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10131,JENKINS-REYNOLDS,Maintenance,Training,1710761.30,2025-07-04,2025-07,International,Advance,23,8,75,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10132,"POWERS, OCONNOR AND GARCIA",Maintenance,Repair,1098229.54,2024-02-09,2024-02,North,On Delivery,26,7,98,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10133,"BRADLEY, SOLOMON AND LANE",Consultancy,Audit Services,59219.43,2024-12-16,2024-12,International,Net 45,50,10,74,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10134,ROBERSON-DANIELS,Hardware,Peripherals,678175.24,2023-04-03,2023-04,West,On Delivery,30,9,73,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10135,"VELASQUEZ, JOHNSON AND SMITH",Cloud,Azure,1675888.38,2024-06-12,2024-06,International,Advance,5,9,94,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10136,HOWARD,Software,CRM Tools,1504738.97,2023-09-22,2023-09,North,Net 30,10,6,70,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10137,"MORGAN, THOMAS AND DAVIS",Software,ERP Systems,985385.23,2024-09-22,2024-09,International,Advance,50,5,70,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10138,STEPHENS,Consultancy,IT Strategy,833324.73,2023-09-10,2023-09,North,Net 45,36,6,74,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10139,BURNS-HUDSON,Consultancy,IT Strategy,1532221.10,2023-04-16,2023-04,North,Net 45,47,5,94,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10140,"GARCIA, HARRISON AND GARNER",Maintenance,Training,1675747.82,2024-08-04,2024-08,South,Net 30,41,9,63,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10141,GOMEZ-HILL,Hardware,Servers,1418738.23,2023-06-18,2023-06,East,Advance,45,8,62,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10142,BERGER-KNOX,Consultancy,Digital Transformation,1517441.93,2024-09-08,2024-09,South,Advance,33,7,82,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10143,DELEON PLC,Maintenance,Training,1260849.23,2025-04-05,2025-04,West,On Delivery,43,10,78,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10144,MEYER-KENNEDY,Hardware,Networking,1482139.12,2024-08-25,2024-08,East,Net 30,33,5,71,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10145,"NICHOLS, REESE AND CUMMINGS",Consultancy,Process Automation,1109734.01,2025-07-30,2025-07,South,On Delivery,60,8,71,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10146,SCHWARTZ,Consultancy,Process Automation,1415212.66,2025-03-22,2025-03,East,On Delivery,18,10,100,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10147,HALL,Consultancy,Digital Transformation,1754493.34,2023-04-25,2023-04,International,On Delivery,59,5,94,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10148,WALSH LLC,Consultancy,IT Strategy,219301.86,2025-08-23,2025-08,North,On Delivery,52,8,85,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10149,GARCIA LLC,Software,Cybersecurity,383800.29,2022-11-27,2022-11,East,Advance,48,8,80,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10150,CARDENAS-ROBINSON,Maintenance,Repair,1083434.00,2022-11-13,2022-11,South,On Delivery,35,6,70,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10151,CRAWFORD GROUP,Software,ERP Systems,1729061.16,2024-12-28,2024-12,East,Net 45,29,9,97,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10152,"RICE, ORTEGA AND MCGUIRE",Software,Cybersecurity,772904.88,2023-11-02,2023-11,North,Net 45,53,6,74,Non-Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10153,"SMITH, JOHNSON AND COLEMAN",Consultancy,IT Strategy,852739.12,2023-07-26,2023-07,South,Net 30,23,9,97,Contract,LOW,NO,2026-01-30 01:18:52.010
PO-10154,WILLIAMS-AGUILAR,Hardware,Storage Devices,1795846.72,2025-03-24,2025-03,East,Net 30,34,6,66,Non-Contract,MEDIUM,NO,2026-01-30 01:18:52.010
PO-10155,"RIVERA, BROOKS AND SMITH",Consultancy,Audit Services,1756181.08,2022-11-20,2022-11,International,Net 30,13,9,89,Contract,LOW,NO,2026-01-30 01:18:52.010
